timestamp,flag_armed,flag_external_manual_override_ok,flag_system_hil_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_flip_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
72962821,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73963492,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
74964619,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75971462,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76974491,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77928440,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78931464,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79942423,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80951291,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81959470,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82963392,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83311632,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
84320905,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
85331505,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
86335743,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
87339675,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
88345425,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
89347996,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
90352962,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
91360173,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
92363878,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
93365432,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
94375386,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
95375483,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
96381670,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
97387756,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
98391388,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
99397426,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
100407431,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
101407524,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
102413647,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
103420490,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
104430428,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
105435585,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
106439801,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
107443366,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
108449425,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
109455804,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
110459322,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
111465484,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
111555398,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111783976,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
112795250,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
113798391,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
114807935,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
115815499,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
116825429,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
117827449,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
118832951,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
